# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2016-10-12
# This file provides links between the genes in OMIM and other gene identifiers.
# THIS IS NOT A TABLE OF GENE-PHENOTYPE RELATIONSHIPS.
# MIM Number	MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq)	Entrez Gene ID (NCBI)	Approved Gene Symbol (HGNC)	Ensembl Gene ID (Ensembl)
180467	gene	6156	RPL30	ENSG00000156482,ENST00000287038
180468	gene	6165	RPL35A	ENSG00000182899,ENST00000464167
180469	gene	6166	RPL36AL	ENSG00000165502,ENST00000298289
180470	gene	6184	RPN1	ENSG00000163902,ENST00000296255
180471	gene	6205	RPS11	ENSG00000142534,ENST00000270625
180472	gene	6218	RPS17	ENSG00000278229,ENST00000617731
180473	gene	6222	RPS18	ENSG00000223367,ENST00000457341
180474	gene	6146	RPL22	ENSG00000116251,ENST00000234875
180475	gene	6136	RPL12	ENSG00000197958,ENST00000361436
180476	gene	6207	RPS13	ENSG00000110700,ENST00000525634
180477	gene	6227	RPS21	ENSG00000171858,ENST00000343986
180478	gene	6189	RPS3A	ENSG00000145425,ENST00000274065
180479	gene	6124	RPL4	ENSG00000174444,ENST00000307961
180480	gene	6120	RPE	ENSG00000197713,ENST00000359429
180490	gene	6185	RPN2	ENSG00000118705,ENST00000237530
180500	phenotype			
180510	gene	6175	RPLP0	ENSG00000089157,ENST00000392514
180520	gene	6176	RPLP1	ENSG00000137818,ENST00000260379
180530	gene	6181	RPLP2	ENSG00000177600,ENST00000321153
180535	gene	6209	RPS15	ENSG00000115268,ENST00000592588
180540	moved/removed			
180550	phenotype			
180600	phenotype			
180610	gene	6018	RLF	ENSG00000117000,ENST00000372771
180620	gene	7212	TRX-CAT2-1	
180621	gene	7210	TRX-CAT1-2	
180630	gene	1655	DDX5	ENSG00000108654,ENST00000225792
180640	gene	7193	TRE-TTC3-1	
180645	gene	6080	SNORA73A	
180646	gene	6044	SNORA62	
180647	gene	6043	SNORA63	
180660	gene	5430	POLR2A	ENSG00000181222,ENST00000617998
180661	gene	5431	POLR2B	ENSG00000047315,ENST00000381227
180662	gene	5438	POLR2I	ENSG00000105258,ENST00000221859
180663	gene	5432	POLR2C	ENSG00000102978,ENST00000219252
180664	gene	5434	POLR2E	ENSG00000099817,ENST00000615234
180670	gene			
180680	gene	6060	RNU1-4	ENSG00000207389,ENST00000384659
180690	gene	6066	RNU2-1	ENSG00000274585,ENST00000618664
180691	gene	26831	RNU5A-1	ENSG00000199568,ENST00000362698
180692	gene	26827	RNU6-1	ENSG00000206625,ENST00000383898
180700	phenotype			
180710	gene	780851	SNORD3A	ENSG00000263934,ENST00000584923
180720	moved/removed			
180721	gene	6094	ROM1	ENSG00000149489,ENST00000278833
180730	predominantly phenotypes			
180740	gene	6625	SNRNP70	ENSG00000104852,ENST00000598441
180750	phenotype			
180800	phenotype			
180840	moved/removed			
180849	phenotype			
180850	moved/removed			
180860	phenotype			
180870	predominantly phenotypes			
180900	phenotype			
180901	gene	6261	RYR1	ENSG00000196218,ENST00000355481
180902	gene	6262	RYR2	ENSG00000198626,ENST00000366574
180903	gene	6263	RYR3	ENSG00000198838,ENST00000634891
180910	gene			
180920	phenotype			
180930	moved/removed			
180940	moved/removed			
180950	phenotype			
180960	gene	191	AHCY	ENSG00000101444,ENST00000480653
180980	gene	262	AMD1	ENSG00000123505,ENST00000451850
180989	gene	5542	PRB1	ENSG00000251655,ENST00000500254
180990	gene	5545	PRB4	ENSG00000230657,ENST00000535904
181000	phenotype			
181010	predominantly phenotypes			
181030	phenotype			
181031	gene	6295	SAG	ENSG00000281857,ENST00000631149
181035	gene	6302	TSPAN31	ENSG00000135452,ENST00000257910
181180	predominantly phenotypes			
181200	predominantly phenotypes			
181250	predominantly phenotypes			
181270	phenotype			
181300	predominantly phenotypes			
181350	phenotype			
181400	phenotype			
181405	phenotype			
181430	phenotype			
181440	phenotype			
181450	phenotype			
181460	phenotype	7911		
181500	phenotype			
181510	phenotype	6377	SCZD1	
181515	moved/removed			
181520	moved/removed			
181590	gene	6491	STIL	ENSG00000123473,ENST00000360380
181600	phenotype	7303	TYS	
181700	predominantly phenotypes			
181750	phenotype			
181800	phenotype	260402		
182000	phenotype			
182090	gene	6739		
182098	gene	6344	SCTR	ENSG00000080293,ENST00000019103
182099	gene	6343	SCT	ENSG00000274473,ENST00000622382
182100	gene/phenotype	2524	FUT2	ENSG00000176920,ENST00000425340
182115	gene	9267	CYTH1	ENSG00000108669,ENST00000446868
182120	gene	6678	SPARC	ENSG00000113140,ENST00000231061
182125	gene	6697	SPR	ENSG00000116096,ENST00000234454
182128	gene	10993	SDS	ENSG00000135094,ENST00000257549
182131	gene	3351	HTR1B	ENSG00000135312,ENST00000369947
182132	gene	3354	HTR1E	ENSG00000168830,ENST00000305344
182133	gene	3352	HTR1D	ENSG00000179546,ENST00000374619
182134	gene	3355	HTR1F	ENSG00000179097,ENST00000319595
182135	gene	3356	HTR2A	ENSG00000102468,ENST00000378688
182137	gene	3363	HTR7	ENSG00000148680,ENST00000336152
182138	gene	6532	SLC6A4	ENSG00000108576,ENST00000394821
182139	gene	3359	HTR3A	ENSG00000166736,ENST00000504030
182140	gene	6406	SEMG1	ENSG00000124233,ENST00000372781
182141	gene	6407	SEMG2	ENSG00000124157,ENST00000372769
182143	moved/removed			
182144	gene	6470	SHMT1	ENSG00000176974,ENST00000316694
182145	gene			
182150	predominantly phenotypes			
182160	gene	6693	SPN	ENSG00000197471,ENST00000395389
182170	phenotype			
182175	gene	6728	SRP19	ENSG00000153037,ENST00000505459
182180	gene	6734	SRPRA	ENSG00000182934,ENST00000332118
182190	predominantly phenotypes			
182200	predominantly phenotypes			
182203	moved/removed			
182205	gene	6462	SHBG	ENSG00000129214,ENST00000380450
182210	predominantly phenotypes			
182212	phenotype			
182220	predominantly phenotypes			
182230	phenotype			
182250	phenotype			
182255	predominantly phenotypes			
182257	gene	5266	PI3	ENSG00000124102,ENST00000243924
182260	predominantly phenotypes			
182265	gene	6698	SPRR1A	ENSG00000169474,ENST00000368762
182266	gene	6699	SPRR1B	ENSG00000169469,ENST00000307098
182267	gene	6700	SPRR2A	ENSG00000241794,ENST00000392653
182268	gene	6701	SPRR2B	ENSG00000196805,ENST00000368755
182269	predominantly phenotypes	6702	SPRR2C	
182270	predominantly phenotypes			
182271	gene	6707	SPRR3	ENSG00000163209,ENST00000295367
182279	gene	6638	SNRPN	ENSG00000128739,ENST00000390687
182280	phenotype	7864		
182281	gene	6346	CCL1	ENSG00000108702,ENST00000225842
182282	gene	6628	SNRPB	ENSG00000125835,ENST00000381342
182283	gene	6348	CCL3	ENSG00000274221,ENST00000616221
182284	gene	6351	CCL4	ENSG00000275302,ENST00000615863
182285	gene	6626	SNRPA	ENSG00000077312,ENST00000243563
182290	phenotype			
182305	gene	6546	SLC8A1	ENSG00000183023,ENST00000405901
182307	gene	6550	SLC9A3	ENSG00000281861,ENST00000628307
182308	gene	6568	SLC17A1	ENSG00000124568,ENST00000244527
182309	gene	6569	SLC34A1	ENSG00000131183,ENST00000324417
182310	gene	476	ATP1A1	ENSG00000163399,ENST00000295598
182330	gene	481	ATP1B1	ENSG00000143153,ENST00000367815
182331	gene	482	ATP1B2	ENSG00000129244,ENST00000250111
182340	gene	477	ATP1A2	ENSG00000018625,ENST00000361216
182350	gene	478	ATP1A3	ENSG00000105409,ENST00000302102
182360	gene	479	ATP12A	ENSG00000075673,ENST00000381946
182370	moved/removed			
182380	gene	6523	SLC5A1	ENSG00000100170,ENST00000266088
182381	gene	6524	SLC5A2	ENSG00000140675,ENST00000330498
182389	gene	6323	SCN1A	ENSG00000144285,ENST00000303395
182390	gene	6326	SCN2A	ENSG00000136531,ENST00000283256
182391	gene	6328	SCN3A	ENSG00000153253,ENST00000283254
182392	gene	6332	SCN7A	ENSG00000136546,ENST00000409855
182396	gene	6554	SLC10A1	ENSG00000100652,ENST00000216540
182400	predominantly phenotypes			
182410	phenotype			
182450	gene	6750	SST	ENSG00000157005,ENST00000287641
182451	gene	6751	SSTR1	ENSG00000139874,ENST00000267377
182452	gene	6752	SSTR2	ENSG00000180616,ENST00000357585
182453	gene	6753	SSTR3	ENSG00000278195,ENST00000610913
182454	gene	6754	SSTR4	ENSG00000132671,ENST00000255008
182455	gene/phenotype	6755	SSTR5	ENSG00000162009,ENST00000293897
182465	gene	6651	SON	ENSG00000159140,ENST00000356577
182500	gene	6652	SORD	ENSG00000140263,ENST00000267814
182520	gene	6717	SRI	ENSG00000075142,ENST00000265729
182530	gene	6654	SOS1	ENSG00000115904,ENST00000426016
182590	gene	7032	TFF2	ENSG00000160181,ENST00000291526
182600	phenotype			
182601	phenotype			
182610	predominantly phenotypes			
182690	predominantly phenotypes			
182700	moved/removed			
182790	gene	6711	SPTBN1	ENSG00000115306,ENST00000356805
182800	predominantly phenotypes			
182810	gene	6709	SPTAN1	ENSG00000197694,ENST00000472211
182815	predominantly phenotypes			
182820	predominantly phenotypes			
182830	predominantly phenotypes			
182860	gene	6708	SPTA1	ENSG00000163554,ENST00000368147
182870	gene/phenotype	6710	SPTB	ENSG00000070182,ENST00000556626
182875	predominantly phenotypes			
182878	gene	4956	ODF1	ENSG00000155087,ENST00000285402
182879	moved/removed			
182880	gene	5619	PRM1	ENSG00000175646,ENST00000312511
182882	predominantly phenotypes			
182888	gene	7783	ZP2	ENSG00000103310,ENST00000574002
182889	gene	7784	ZP3	ENSG00000188372,ENST00000394857
182890	gene	5620	PRM2	ENSG00000122304,ENST00000241808
182891	gene	6723	SRM	ENSG00000116649,ENST00000376957
182892	moved/removed			
182900	phenotype			
182920	phenotype			
182930	moved/removed			
182940	phenotype			
182950	phenotype			
182960	phenotype			
182970	phenotype			
182980	phenotype			
182990	predominantly phenotypes			
183000	moved/removed			
183020	predominantly phenotypes			
183050	phenotype			
183085	moved/removed			
183086	phenotype			
183090	phenotype			
183100	predominantly phenotypes			
183250	moved/removed			
183300	predominantly phenotypes			
183350	predominantly phenotypes			
183400	predominantly phenotypes			
183500	predominantly phenotypes			
183600	phenotype			
183700	predominantly phenotypes			
183800	predominantly phenotypes			
183802	predominantly phenotypes			
183840	phenotype	791255		
183849	predominantly phenotypes			
183850	predominantly phenotypes			
183900	phenotype			
184000	predominantly phenotypes			
184095	phenotype			
184100	phenotype	103875461		
184200	phenotype			
184250	phenotype			
184252	phenotype			
184253	predominantly phenotypes			
184255	phenotype			
184260	predominantly phenotypes			
184300	predominantly phenotypes			
184400	phenotype			
184420	gene	2222	FDFT1	ENSG00000079459,ENST00000220584
184429	gene	6657	SOX2	ENSG00000181449,ENST00000325404
184430	gene	6659	SOX4	ENSG00000124766,ENST00000244745
184450	phenotype			
184460	phenotype			
184470	gene	6779	STATH	ENSG00000282891,ENST00000635686
184500	phenotype			
184510	predominantly phenotypes			
184600	gene	1475	CSTA	ENSG00000121552,ENST00000264474
184601	moved/removed			
184700	phenotype	5120	PCOS1	
184705	predominantly phenotypes			
184745	gene	4254	KITLG	ENSG00000049130,ENST00000347404
184747	moved/removed			
184753	gene	6715	SRD5A1	ENSG00000145545,ENST00000274192
184754	moved/removed			
184755	gene	6342	SCP2	ENSG00000116171,ENST00000371514
184756	gene	6720	SREBF1	ENSG00000072310,ENST00000261646
184757	gene/phenotype	2516	NR5A1	ENSG00000136931,ENST00000373588
184800	predominantly phenotypes			
184840	phenotype			
184850	phenotype			
184900	phenotype			
185000	phenotype			
185010	moved/removed			
185020	phenotype			
185050	phenotype			
185069	predominantly phenotypes			
185070	phenotype			
185100	phenotype	100188805		
185120	predominantly phenotypes			
185200	phenotype			
185250	gene	4314	MMP3	ENSG00000149968,ENST00000299855
185260	gene	4319	MMP10	ENSG00000166670,ENST00000279441
185261	gene	4320	MMP11	ENSG00000099953,ENST00000215743
185300	phenotype			
185400	moved/removed			
185430	gene	1191	CLU	ENSG00000120885,ENST00000316403
185440	gene	6761	ST2	
185450	moved/removed			
185460	predominantly phenotypes			
185470	gene	6390	SDHB	ENSG00000117118,ENST00000375499
185480	predominantly phenotypes			
185490	gene	6649	SOD3	ENSG00000109610,ENST00000382120
185500	phenotype			
185510	gene			
185520	gene			
185535	gene	4072	EPCAM	ENSG00000119888,ENST00000263735
185540	predominantly phenotypes			
185560	gene			
185570	gene			
185580	gene			
185590	gene			
185595	moved/removed			
185600	predominantly phenotypes			
185605	gene	6857	SYT1	ENSG00000067715,ENST00000261205
185610	predominantly phenotypes			
185620	gene	6834	SURF1	ENSG00000280627,ENST00000626663
185630	gene	6835	SURF2	ENSG00000281024,ENST00000630633
185640	gene	6130	RPL7A	ENSG00000280858,ENST00000625669
185641	gene	6837	MED22	ENSG00000281022,ENST00000631196
185642	gene	6838	SURF6	ENSG00000281309,ENST00000629980
185650	predominantly phenotypes			
185660	gene	6836	SURF4	ENSG00000280951,ENST00000629578
185700	phenotype			
185750	predominantly phenotypes			
185800	phenotype			
185860	gene	9900	SV2A	ENSG00000159164,ENST00000369146
185861	gene	9899	SV2B	ENSG00000185518,ENST00000394232
185880	gene	6843	VAMP1	ENSG00000139190,ENST00000361716
185881	gene	6844	VAMP2	ENSG00000220205,ENST00000316509
185900	phenotype			
186000	phenotype			
186100	phenotype			
186200	phenotype			
186300	phenotype			
186350	phenotype			
186355	gene	6382	SDC1	ENSG00000115884,ENST00000254351
186357	gene	9672	SDC3	ENSG00000162512,ENST00000336798
186360	gene	310	ANXA7	ENSG00000138279,ENST00000372921
186400	phenotype			
186500	phenotype			
186550	phenotype			
186570	phenotype			
186575	predominantly phenotypes			
186580	phenotype			
186590	gene	6804	STX1A	ENSG00000106089,ENST00000222812
186591	gene	6810	STX4	ENSG00000103496,ENST00000313843
186600	predominantly phenotypes			
186690	moved/removed			
186700	phenotype			
186710	gene	8041		
186711	gene	939	CD27	ENSG00000139193,ENST00000266557
186720	gene	923	CD6	ENSG00000013725,ENST00000313421
186730	gene	926	CD8B	ENSG00000172116,ENST00000390655
186740	gene	917	CD3G	ENSG00000160654,ENST00000532917
186745	gene	7094	TLN1	ENSG00000137076,ENST00000314888
186750	predominantly phenotypes			
186760	gene	940	CD28	ENSG00000178562,ENST00000324106
186770	gene	3195	TLX1	ENSG00000107807,ENST00000370196
186780	gene	919	CD247	ENSG00000198821,ENST00000392122
186790	gene	915	CD3D	ENSG00000167286,ENST00000300692
186810	gene	28526	TRDC	
186820	gene	924	CD7	ENSG00000173762,ENST00000312648
186830	gene	916	CD3E	ENSG00000198851,ENST00000361763
186845	gene	975	CD81	ENSG00000110651,ENST00000263645
186850	phenotype			
186852	gene	5702	PSMC3	ENSG00000165916,ENST00000298852
186854	gene	6533	SLC6A6	ENSG00000131389,ENST00000613060
186855	gene	6887	TAL2	ENSG00000186051,ENST00000334077
186860	gene	6946	TCL4	
186880	gene	28755	TRAC	
186890	phenotype			
186910	gene	925	CD8A	ENSG00000153563,ENST00000283635
186920	moved/removed			
186921	gene	4004	LMO1	ENSG00000166407,ENST00000335790
186930	gene	28639	TRBC1	
186940	gene	920	CD4	ENSG00000010610,ENST00000011653
186945	gene	2280	FKBP1A	ENSG00000088832,ENST00000400137
186946	gene	2286	FKBP2	ENSG00000173486,ENST00000394540
186947	gene	2287	FKBP3	ENSG00000100442,ENST00000216330
186950	predominantly phenotypes			
186960	gene	8115	TCL1A	ENSG00000100721,ENST00000554012
186970	gene	6966	TRGC1	
186973	gene	3702	ITK	ENSG00000113263,ENST00000422843
186975	gene	202500	TCTE1	ENSG00000146221,ENST00000371505
186977	gene	6991	TCTE3	ENSG00000275368,ENST00000610291
186980	gene	6950	TCP1	ENSG00000120438,ENST00000321394
186982	gene	6954	TCP11	ENSG00000124678,ENST00000373979
186990	gene	914	CD2	ENSG00000116824,ENST00000369478
187000	phenotype			
187010	moved/removed			
187011	gene	6352	CCL5	ENSG00000274233,ENST00000613606
187020	gene	6953	TCP10	ENSG00000203690,ENST00000366827
187030	predominantly phenotypes			
187040	gene	6886	TAL1	ENSG00000162367,ENST00000371884
187050	predominantly phenotypes			
187100	predominantly phenotypes			
187260	phenotype	338411	TELAB1	
187270	gene	7015	TERT	ENSG00000164362,ENST00000310581
187280	gene	661	POLR3D	ENSG00000168495,ENST00000397802
187290	predominantly phenotypes	8023		
187300	phenotype			
187310	predominantly phenotypes			
187320	predominantly phenotypes	7896		
187330	predominantly phenotypes	7963		
187340	predominantly phenotypes			
187350	predominantly phenotypes			
187360	predominantly phenotypes			
187370	phenotype			
187380	gene	3371	TNC	ENSG00000041982,ENST00000350763
187390	predominantly phenotypes			
187395	gene/phenotype	6997	TDGF1	ENSG00000241186,ENST00000296145
187400	predominantly phenotypes			
187410	gene	1791	DNTT	ENSG00000107447,ENST00000371174
187430	gene	7180	CRISP2	ENSG00000124490,ENST00000339139
187450	moved/removed			
187500	phenotype			
187501	predominantly phenotypes			
187510	predominantly phenotypes			
187520	gene	7123	CLEC3B	ENSG00000163815,ENST00000296130
187550	predominantly phenotypes			
187600	phenotype			
187601	phenotype			
187650	phenotype			
187680	gene	7172	TPMT	ENSG00000137364,ENST00000309983
187700	gene	7295	TXN	ENSG00000136810,ENST00000374517
187750	predominantly phenotypes			
187760	predominantly phenotypes			
187770	predominantly phenotypes			
187790	gene	6897	TARS	ENSG00000113407,ENST00000265112
187800	phenotype			
187900	phenotype			
187930	gene	2149	F2R	ENSG00000181104,ENST00000319211
187940	predominantly phenotypes			
187950	phenotype			
188000	phenotype			
188020	predominantly phenotypes			
188025	phenotype			
188030	predominantly phenotypes			
188035	gene	728045	PPBPP1	
188040	gene	7056	THBD	ENSG00000178726,ENST00000377103
188050	phenotype			
188055	phenotype			
188060	gene	7057	THBS1	ENSG00000137801,ENST00000260356
188061	gene	7058	THBS2	ENSG00000186340,ENST00000366787
188062	gene	7059	THBS3	ENSG00000169231,ENST00000368378
188070	gene	6915	TBXA2R	ENSG00000006638,ENST00000375190
188100	predominantly phenotypes			
188150	predominantly phenotypes			
188200	moved/removed			
188201	predominantly phenotypes			
188230	gene	7070	THY1	ENSG00000154096,ENST00000284240
188250	gene	7084	TK2	ENSG00000166548,ENST00000451102
188300	gene	7083	TK1	ENSG00000167900,ENST00000301634
188340	gene	911	CD1C	ENSG00000158481,ENST00000368170
188345	gene	1841	DTYMK	ENSG00000168393,ENST00000305784
188350	gene	7298	TYMS	ENSG00000176890,ENST00000323274
188360	gene	910	CD1B	ENSG00000158485,ENST00000368168
188370	gene	909	CD1A	ENSG00000158477,ENST00000289429
188380	gene	7112	TMPO	ENSG00000120802,ENST00000266732
188390	gene	5757	PTMA	ENSG00000187514,ENST00000409115
188395	moved/removed			
188399	gene	9168	TMSB10	ENSG00000034510,ENST00000233143
188400	phenotype			
188410	gene	912	CD1D	ENSG00000158473,ENST00000368171
188411	gene	913	CD1E	ENSG00000158488,ENST00000368167
188450	gene	7038	TG	ENSG00000042832,ENST00000220616
188455	predominantly phenotypes			
188470	phenotype			
188530	moved/removed			
188540	gene	7252	TSHB	ENSG00000134200,ENST00000369517
188545	gene/phenotype	7201	TRHR	ENSG00000174417,ENST00000311762
188550	phenotype			
188555	moved/removed			
188560	predominantly phenotypes			
188570	phenotype			
188580	phenotype			
188590	moved/removed			
188595	gene	7008	TEF	ENSG00000167074,ENST00000266304
188600	moved/removed			
188700	predominantly phenotypes			
188740	phenotype			
188770	moved/removed			
188800	phenotype			
188825	gene	7077	TIMP2	ENSG00000035862,ENST00000262768
188826	gene	7078	TIMP3	ENSG00000100234,ENST00000266085
188830	gene	5573	PRKAR1A	ENSG00000108946,ENST00000589228
188840	gene	7273	TTN	ENSG00000155657,ENST00000470257
188850	predominantly phenotypes			
188855	gene	10578	GNLY	ENSG00000115523,ENST00000263863
188860	gene	4118	MAL	ENSG00000172005,ENST00000309988
188890	phenotype			
189000	predominantly phenotypes			
189100	predominantly phenotypes			
189150	predominantly phenotypes			
189200	predominantly phenotypes			
189230	predominantly phenotypes			
189300	predominantly phenotypes			
189490	predominantly phenotypes			
189500	phenotype			
189600	predominantly phenotypes			
189700	phenotype			
189800	phenotype	5177	PEE1	
189880	gene	7214	TRN-GTT2-1	
189889	gene	7024	TFCP2	ENSG00000135457,ENST00000257915
189890	gene			
189901	gene	6936	GCFC2	ENSG00000005436,ENST00000321027
189902	gene	7027	TFDP1	ENSG00000198176,ENST00000375370
189903	gene	4800	NFYA	ENSG00000001167,ENST00000341376
